id,title,image,description,status,date_from,date_to,stock_available,fsmstate,generator,auth_supplier,auth_distributor,auth_sequence,fsmstate_ant,user,timestamp,date,list_price,selling_price,product_list_price_header_2_date_from,product_list_price_header_2_date_to,minimum_products_quantity_gral,maximum_products_quantity_gral,maximum_offers_quantity_per_vendor,audio,bonus_discount_suboffer_range_criteria,list_price_update_mode,category_id,enterprise_distributor_id,enterprise_supplier_id,product_list_price_header_id,product_list_price_header_2_id,cash_discount_percentaje
61,TOTAL FULL + LONA PLAYERA,offers/scaled_Holliday_total-full-900x675px.jpg,Holliday: TOTAL FULL + LONA PLAYERA,1,2025-01-09 03:00:00+00,2025-07-08 02:59:00+00,44,vendor,distributor,2025-01-30 12:25:58.536247+00,2025-07-07 12:10:39.448714+00,20,distributor,"",2025-07-07 12:10:39.448885+00,2025-01-09,0.00,0.00,,,30,99999999,10,"",2,2,1,3,8,1,,12
2,Brouwer PRUEBA,offers/scaled_dfv-labyes-promo_ofalmo.jpg,Promo Brouwer de prueba,1,2024-07-01 03:00:00+00,2024-07-02 02:59:00+00,983,supplier,supplier,2024-08-21 20:44:08.359916+00,2024-08-21 20:45:27.635478+00,17,distributor,lab01@gmail.com,2024-08-23 00:37:08.985393+00,2024-04-03,0.00,0.00,,,10,200,900,"",2,2,1,3,9,3,,0
1,Promo Integhra 01,offers/scaled_integhra-oferta-01.jpg,Esta es una promo de prueba 01,1,2024-02-09 03:00:00+00,2025-05-06 02:59:00+00,9998,vendor,supplier,2024-02-11 14:13:11+00,2024-02-11 14:14:31+00,2,distributor,lab01@gmail.com,2024-04-06 21:49:44.93181+00,2024-02-09,0.00,0.00,,,5,100,999,"",2,2,1,6,5,2,,0
6,Dynamide (1+1),offers/scaled_DYNAMIDE.jpg,Dynamide (1+1),1,2024-07-15 03:00:00+00,2024-07-16 02:59:00+00,1000,initial_supplier,supplier,1900-01-01 00:00:00+00,1900-01-01 00:00:00+00,1,"","",2024-07-23 23:58:57.504244+00,2024-07-15,0.00,0.00,,,2,200,10,"",2,2,1,3,9,3,,0
60,Pets Protect + OBSEQUIOS,offers/scaled_1000084257.jpg,Pets Protect + Auriculares inalambricos + Power Bank,1,2024-12-20 03:00:00+00,2025-04-08 02:59:00+00,80,distributor,distributor,2025-02-17 12:42:12.593709+00,2025-02-27 15:23:47.176399+00,12,vendor,"",2025-02-28 18:59:59.546121+00,2024-12-20,0.00,0.00,,,10,99999999,99999999,"",2,2,1,3,19,6,,12
56,"Surtidas Power ultra, Artin, Meltra + Regalos",offers/scaled_Brouwer_of_dic.jpg,"Surtidas Power ultra, Artin, Meltra ",1,2024-12-30 03:00:00+00,2025-01-02 02:59:00+00,91,distributor,supplier,2024-12-13 15:10:24.493492+00,2024-12-26 15:30:25.771604+00,5,vendor,"",2025-01-02 20:45:50.260383+00,2024-12-13,0.00,0.00,,,20,99999999,99999999,"",2,2,1,3,9,3,,0
5,Artrin Plus (3+2),offers/scaled_Artrin_y_artrin_plus.jpg,Artrin Plus (3+2),1,2024-07-15 03:00:00+00,2024-07-16 02:59:00+00,1000,initial_supplier,supplier,1900-01-01 00:00:00+00,1900-01-01 00:00:00+00,1,"","",2024-07-23 23:58:31.16544+00,2024-07-15,0.00,0.00,,,5,200,10,"",2,2,1,3,9,3,,0
80,60 un. POWER GOLD 1 MES + CÁMARA ,offers/scaled_WhatsApp_Image_2025-05-13_at_1.07.52_PM_HL5maJ7.jpeg,"",1,2025-05-13 03:00:00+00,2025-08-19 02:59:00+00,999,vendor,distributor,2025-06-09 19:18:53.910358+00,2025-07-21 18:47:08.076792+00,12,distributor,"",2025-07-21 18:47:08.07698+00,2025-05-13,0.00,0.00,,,0,99999999,10,"",2,2,1,3,9,4,,12
25,Power (hasta 200% BM),offers/scaled_oferta-v001-Power_Mix-50_DnsDrR3.jpg,Power (Hasta 200% BM),1,2024-07-23 03:00:00+00,2024-09-09 02:59:00+00,9993,vendor,supplier,2024-08-23 09:39:44.882719+00,2024-09-05 15:53:15.579461+00,16,distributor,"",2024-09-12 22:40:08.710402+00,2024-07-24,0.00,0.00,,,20,1000,1000,"",2,2,1,3,9,3,,0
4,PimoCard,offers/scaled_1000058572.png,"",1,2024-05-28 03:00:00+00,2024-06-05 02:59:00+00,10000,supplier,supplier,2024-05-28 20:50:05.502489+00,2024-05-29 15:42:05.423111+00,4,distributor,"",2024-05-29 15:42:05.428757+00,2024-05-28,0.00,0.00,,,20,100000000,10,"",2,2,1,3,8,1,,0
